Provisional Final Fantasy IV ROM Map

Last Updated: 2024-05-15 16:06:36 UTC

The following is a provisional ROM map of Final Fantasy IV. It is currently
automatically generated from the source files of an incomplete disassembly of
the game. As such, things may be mislabeled or otherwise incorrect. Use this
information at your own risk. Here is a brief description of each field:

Label           A descriptive-ish name given to the region of code or data. May
                or may not be specific enough to accurately describe the region.
                Labels prefixed by underscores are subroutines expected to be
                used within the same bank (JSR/RTS). Other subroutines should be
                accessed with JSL/RTL. Most data blocks are suffixed with _data,
                but there are some scragglers that slipped through. Labels that
                start with CODE_ or DATA_ are ones that I have not bothered to
                accurately label yet beyond their use as code or data.

Mapped Address  The address of the region as accessed on the SNES system bus.
                Unless you have a particularly good reason (editing a file
                directly in a hex editor), you should always be use this
                address, as any written pointers will need to be written in
                this form anyway.

Binary Address  The address of the region in the actual ROM dump. As far as the
                game itself is concerned, this address does not exist. It is
                primarily useful for direct hex editing, but its use should
                otherwise be limited.

Type            A vague description of what this region contains.

Size            The size of the region in bytes. Do note that since a single
                logical region can occasionally have multiple labels, this value
                is not necessarily accurate.

+-----------------------------------------------------------------------+---------------------+-------------------+---------+--------+
|                                 Label                                 |   Mapped Address    |  Binary Address   |  Type   |  Size  |
| UNUSED_128264                                                         | $12:8264 - $12:8264 | $090264 - $090264 | Unused  |      1 |
| event_open_large_door_data                                            | $12:8265 - $12:8266 | $090265 - $090266 | Data    |      2 |
| event_locked_door_data                                                | $12:8267 - $12:8269 | $090267 - $090269 | Data    |      3 |
| event_namingway_data                                                  | $12:826A - $12:8270 | $09026A - $090270 | Data    |      7 |
| event_rubicant_encounter_data                                         | $12:8271 - $12:83DC | $090271 - $0903DC | Data    |    364 |
| event_ouch_data                                                       | $12:83DD - $12:83DF | $0903DD - $0903DF | Data    |      3 |
| event_opening_sequence_data                                           | $12:83E0 - $12:873F | $0903E0 - $09073F | Data    |    864 |
| event_cid_cecil_baron_data                                            | $12:8740 - $12:8787 | $090740 - $090787 | Data    |     72 |
| event_cecil_kain_baron_data                                           | $12:8788 - $12:878C | $090788 - $09078C | Data    |      5 |
| event_cecil_maid_data                                                 | $12:878D - $12:8798 | $09078D - $090798 | Data    |     12 |
| event_rosa_cecil_baron_hallway_data                                   | $12:8799 - $12:87C0 | $090799 - $0907C0 | Data    |     40 |
| event_prologue_data                                                   | $12:87C1 - $12:88D5 | $0907C1 - $0908D5 | Data    |    277 |
| event_attempt_to_cure_twins_data                                      | $12:88D6 - $12:88DA | $0908D6 - $0908DA | Data    |      5 |
| event_baron_odin_sealed_data                                          | $12:88DB - $12:88F4 | $0908DB - $0908F4 | Data    |     26 |
| event_baron_odin_pre_leviatan_data                                    | $12:88F5 - $12:8926 | $0908F5 - $090926 | Data    |     50 |
| event_baron_odin_battle_data                                          | $12:8927 - $12:895F | $090927 - $09095F | Data    |     57 |
| event_baron_baigan_data                                               | $12:8960 - $12:89DF | $090960 - $0909DF | Data    |    128 |
| event_baron_kainazzo_events_data                                      | $12:89E0 - $12:8E76 | $0909E0 - $090E76 | Data    |   1175 |
| event_serpent_road_sealed_data                                        | $12:8E77 - $12:8E84 | $090E77 - $090E84 | Data    |     14 |
| event_hook_installation_data                                          | $12:8E85 - $12:8FCC | $090E85 - $090FCC | Data    |    328 |
| event_serpent_road_baron_to_mysidia_data                              | $12:8FCD - $12:9028 | $090FCD - $091028 | Data    |     92 |
| event_baron_unlock_waterway_data                                      | $12:9029 - $12:9034 | $091029 - $091034 | Data    |     12 |
| event_baron_unlock_weapon_shop_data                                   | $12:9035 - $12:9040 | $091035 - $091040 | Data    |     12 |
| event_baron_recruiting_yang_data                                      | $12:9041 - $12:9171 | $091041 - $091171 | Data    |    305 |
| event_inn_50gp_data                                                   | $12:9172 - $12:91A4 | $091172 - $0911A4 | Data    |     51 |
| event_shop_silvera_weapon_data                                        | $12:91A5 - $12:91A7 | $0911A5 - $0911A7 | Data    |      3 |
| event_shop_baron_weapon_data                                          | $12:91A8 - $12:91AA | $0911A8 - $0911AA | Data    |      3 |
| event_shop_baron_armor_data                                           | $12:91AB - $12:91AD | $0911AB - $0911AD | Data    |      3 |
| event_shop_basic_item_data                                            | $12:91AE - $12:91B0 | $0911AE - $0911B0 | Data    |      3 |
| event_show_message_bank_0_message_0_data                              | $12:91B1 - $12:91B3 | $0911B1 - $0911B3 | Data    |      3 |
| event_show_message_bank_0_message_1_data                              | $12:91B4 - $12:91B6 | $0911B4 - $0911B6 | Data    |      3 |
| event_show_message_bank_0_message_2_data                              | $12:91B7 - $12:91B9 | $0911B7 - $0911B9 | Data    |      3 |
| event_show_message_bank_0_message_3_data                              | $12:91BA - $12:91BC | $0911BA - $0911BC | Data    |      3 |
| event_show_message_bank_0_message_4_data                              | $12:91BD - $12:91BF | $0911BD - $0911BF | Data    |      3 |
| event_show_message_bank_0_message_5_data                              | $12:91C0 - $12:91C2 | $0911C0 - $0911C2 | Data    |      3 |
| event_show_message_bank_0_message_6_data                              | $12:91C3 - $12:91C5 | $0911C3 - $0911C5 | Data    |      3 |
| event_show_message_bank_0_message_7_data                              | $12:91C6 - $12:91C8 | $0911C6 - $0911C8 | Data    |      3 |
| event_battle_d_mist_data                                              | $12:91C9 - $12:91E0 | $0911C9 - $0911E0 | Data    |     24 |
| event_mist_data                                                       | $12:91E1 - $12:92F9 | $0911E1 - $0912F9 | Data    |    281 |
| event_camping_in_watery_pass_data                                     | $12:92FA - $12:9369 | $0912FA - $091369 | Data    |    112 |
| event_inn_500gp_data                                                  | $12:936A - $12:939C | $09136A - $09139C | Data    |     51 |
| event_shop_mist_weapon_data                                           | $12:939D - $12:939F | $09139D - $09139F | Data    |      3 |
| event_shop_mist_armor_data                                            | $12:93A0 - $12:93A2 | $0913A0 - $0913A2 | Data    |      3 |
| event_shop_kaipo_weapon_data                                          | $12:93A3 - $12:93A5 | $0913A3 - $0913A5 | Data    |      3 |
| event_shop_kaipo_armor_data                                           | $12:93A6 - $12:93A8 | $0913A6 - $0913A8 | Data    |      3 |
| event_shop_silvera_armor_data                                         | $12:93A9 - $12:93AB | $0913A9 - $0913AB | Data    |      3 |
| event_shop_silvera_item_data                                          | $12:93AC - $12:93AE | $0913AC - $0913AE | Data    |      3 |
| event_kaipo_officer_soldiers_data                                     | $12:93AF - $12:948E | $0913AF - $09148E | Data    |    224 |
| event_curing_rosa_data                                                | $12:948F - $12:95C9 | $09148F - $0915C9 | Data    |    315 |
| event_recruit_tellah_data                                             | $12:95CA - $12:95E2 | $0915CA - $0915E2 | Data    |     25 |
| event_falling_down_waterfalls_data                                    | $12:95E3 - $12:9619 | $0915E3 - $091619 | Data    |     55 |
| event_octomamm_data                                                   | $12:961A - $12:965E | $09161A - $09165E | Data    |     69 |
| event_current_too_strong_data                                         | $12:965F - $12:9662 | $09165F - $091662 | Data    |      4 |
| event_show_message_ellipsis_data                                      | $12:9663 - $12:9665 | $091663 - $091665 | Data    |      3 |
| event_show_message_giott_open_the_door_data                           | $12:9666 - $12:9668 | $091666 - $091668 | Data    |      3 |
| event_show_message_terrible_bombardments_data                         | $12:9669 - $12:966B | $091669 - $09166B | Data    |      3 |
| event_damcyan_bombing_data                                            | $12:966C - $12:9679 | $09166C - $091679 | Data    |     14 |
| event_damcyan_events_data                                             | $12:967A - $12:97FB | $09167A - $0917FB | Data    |    386 |
| event_damcyan_basement_guard_data                                     | $12:97FC - $12:9804 | $0917FC - $091804 | Data    |      9 |
| event_antlion_battle_data                                             | $12:9805 - $12:9883 | $091805 - $091883 | Data    |    127 |
| event_mt_hobs_clearing_ice_data                                       | $12:9884 - $12:993D | $091884 - $09193D | Data    |    186 |
| event_mt_hobs_data                                                    | $12:993E - $12:9A24 | $09193E - $091A24 | Data    |    231 |
| event_fabul_gauntlet_data                                             | $12:9A25 - $12:9EBB | $091A25 - $091EBB | Data    |   1175 |
| event_inn_fabul_data                                                  | $12:9EBC - $12:9EEE | $091EBC - $091EEE | Data    |     51 |
| UNUSED_129EEF                                                         | $12:9EEF - $12:9EEF | $091EEF - $091EEF | Unused  |      1 |
| event_toroia_return_earth_crystal_data                                | $12:9EF0 - $12:9FBC | $091EF0 - $091FBC | Data    |    205 |
| event_show_message_wa_data                                            | $12:9FBD - $12:9FBF | $091FBD - $091FBF | Data    |      3 |
| event_show_message_hypnotized_data                                    | $12:9FC0 - $12:9FC2 | $091FC0 - $091FC2 | Data    |      3 |
| event_chocobo_big_menu_data                                           | $12:9FC3 - $12:9FC4 | $091FC3 - $091FC4 | Data    |      2 |
| event_chocobo_big_call_data                                           | $12:9FC5 - $12:9FE0 | $091FC5 - $091FE0 | Data    |     28 |
| event_chocobo_yellow_data                                             | $12:9FE1 - $12:9FE9 | $091FE1 - $091FE9 | Data    |      9 |
| event_chocobo_white_data                                              | $12:9FEA - $12:9FFA | $091FEA - $091FFA | Data    |     17 |
| event_kaipo_find_rosa_in_bed_data                                     | $12:9FFB - $12:A013 | $091FFB - $092013 | Data    |     25 |
| event_fabul_inn_meeting_data                                          | $12:A014 - $12:A092 | $092014 - $092092 | Data    |    127 |
| event_shop_agart_weapon_data                                          | $12:A093 - $12:A095 | $092093 - $092095 | Data    |      3 |
| event_shop_agart_armor_data                                           | $12:A096 - $12:A098 | $092096 - $092098 | Data    |      3 |
| event_mysidia_bartender_data                                          | $12:A099 - $12:A0A7 | $092099 - $0920A7 | Data    |     15 |
| event_inn_mysidia_data                                                | $12:A0A8 - $12:A0DA | $0920A8 - $0920DA | Data    |     51 |
| event_mysidia_jumping_mage_data                                       | $12:A0DB - $12:A0E4 | $0920DB - $0920E4 | Data    |     10 |
| event_wyvern_battle_data                                              | $12:A0E5 - $12:A0FA | $0920E5 - $0920FA | Data    |     22 |
| event_ogopogo_battle_data                                             | $12:A0FB - $12:A111 | $0920FB - $092111 | Data    |     23 |
| event_shop_mysidia_weapon_data                                        | $12:A112 - $12:A114 | $092112 - $092114 | Data    |      3 |
| event_shop_mysidia_armor_data                                         | $12:A115 - $12:A117 | $092115 - $092117 | Data    |      3 |
| event_shop_advanced_item_data                                         | $12:A118 - $12:A11A | $092118 - $09211A | Data    |      3 |
| event_mysidia_toad_data                                               | $12:A11B - $12:A12B | $09211B - $09212B | Data    |     17 |
| event_mysidia_twins_join_data                                         | $12:A12C - $12:A1B2 | $09212C - $0921B2 | Data    |    135 |
| event_ordeals_opening_data                                            | $12:A1B3 - $12:A301 | $0921B3 - $092301 | Data    |    335 |
| event_ordeals_tellah_data                                             | $12:A302 - $12:A3E5 | $092302 - $0923E5 | Data    |    228 |
| event_ordeals_milon_encounter_data                                    | $12:A3E6 - $12:A405 | $0923E6 - $092405 | Data    |     32 |
| event_ordeals_paladin_data                                            | $12:A406 - $12:A644 | $092406 - $092644 | Data    |    575 |
| event_ordeals_milon_z_encounter_data                                  | $12:A645 - $12:A675 | $092645 - $092675 | Data    |     49 |
| event_elder_after_paladin_data                                        | $12:A676 - $12:A78A | $092676 - $09278A | Data    |    277 |
| event_serpent_road_mysidia_to_baron_data                              | $12:A78B - $12:A7D4 | $09278B - $0927D4 | Data    |     74 |
| event_entering_zot_data                                               | $12:A7D5 - $12:A832 | $0927D5 - $092832 | Data    |     94 |
| event_fabul_kings_room_sleep_data                                     | $12:A833 - $12:A855 | $092833 - $092855 | Data    |     35 |
| event_baron_castle_left_tower_sleep_data                              | $12:A856 - $12:A87A | $092856 - $09287A | Data    |     37 |
| event_load_map_castle_baron_3f_pre_kainazzo_south_data                | $12:A87B - $12:A880 | $09287B - $092880 | Data    |      6 |
| event_load_map_castle_baron_3f_pre_kainazzo_north_data                | $12:A881 - $12:A886 | $092881 - $092886 | Data    |      6 |
| event_load_map_castle_baron_3f_post_kainazzo_south_data               | $12:A887 - $12:A88C | $092887 - $09288C | Data    |      6 |
| event_load_map_castle_baron_3f_post_kainazzo_north_data               | $12:A88D - $12:A892 | $09288D - $092892 | Data    |      6 |
| event_shop_toroia_armor_data                                          | $12:A893 - $12:A895 | $092893 - $092895 | Data    |      3 |
| event_shop_toroia_weapon_data                                         | $12:A896 - $12:A898 | $092896 - $092898 | Data    |      3 |
| event_shop_eblan_item_data                                            | $12:A899 - $12:A89B | $092899 - $09289B | Data    |      3 |
| event_inn_400gp_data                                                  | $12:A89C - $12:A8CE | $09289C - $0928CE | Data    |     51 |
| event_toroia_finding_edward_data                                      | $12:A8CF - $12:A980 | $0928CF - $092980 | Data    |    178 |
| event_toroia_edward_after_dark_elf_data                               | $12:A981 - $12:AA0E | $092981 - $092A0E | Data    |    142 |
| event_dark_elf_twinharp_data                                          | $12:AA0F - $12:AAE5 | $092A0F - $092AE5 | Data    |    215 |
| event_earth_crystal_data                                              | $12:AAE6 - $12:AAF5 | $092AE6 - $092AF5 | Data    |     16 |
| event_chocobo_black_chocobo_village_data                              | $12:AAF6 - $12:AAFE | $092AF6 - $092AFE | Data    |      9 |
| event_save_point_data                                                 | $12:AAFF - $12:AB01 | $092AFF - $092B01 | Data    |      3 |
| event_tent_data                                                       | $12:AB02 - $12:AB1E | $092B02 - $092B1E | Data    |     29 |
| event_cabin_data                                                      | $12:AB1F - $12:AB99 | $092B1F - $092B99 | Data    |    123 |
| event_zot_golbez_data                                                 | $12:AB9A - $12:AD01 | $092B9A - $092D01 | Data    |    360 |
| event_shop_fabul_weapon_armor_data                                    | $12:AD02 - $12:AD04 | $092D02 - $092D04 | Data    |      3 |
| event_valvalis_encounter_data                                         | $12:AD05 - $12:AEB4 | $092D05 - $092EB4 | Data    |    432 |
| event_healing_pot_hp_status_data                                      | $12:AEB5 - $12:AEC7 | $092EB5 - $092EC7 | Data    |     19 |
| event_healing_pot_mp_data                                             | $12:AEC8 - $12:AED8 | $092EC8 - $092ED8 | Data    |     17 |
| event_cave_magnes_magnetic_field_data                                 | $12:AED9 - $12:AEE7 | $092ED9 - $092EE7 | Data    |     15 |
| event_dark_elf_battle_you_fools_data                                  | $12:AEE8 - $12:AEEC | $092EE8 - $092EEC | Data    |      5 |
| event_dark_elf_battle_data                                            | $12:AEED - $12:AF13 | $092EED - $092F13 | Data    |     39 |
| event_zot_kain_and_rosa_data                                          | $12:AF14 - $12:B03D | $092F14 - $09303D | Data    |    298 |
| event_fabul_ship_data                                                 | $12:B03E - $12:B3E1 | $09303E - $0933E1 | Data    |    932 |
| event_agart_use_magma_data                                            | $12:B3E2 - $12:B417 | $0933E2 - $093417 | Data    |     54 |
| event_healing_pot_hp_mp_status_data                                   | $12:B418 - $12:B42C | $093418 - $09342C | Data    |     21 |
| event_exit_data                                                       | $12:B42D - $12:B4A3 | $09342D - $0934A3 | Data    |    119 |
| event_warp_data                                                       | $12:B4A4 - $12:B4D2 | $0934A4 - $0934D2 | Data    |     47 |
| event_mysidia_tower_elder_1_data                                      | $12:B4D3 - $12:B4DA | $0934D3 - $0934DA | Data    |      8 |
| event_mysidia_tower_elder_2_data                                      | $12:B4DB - $12:B4E2 | $0934DB - $0934E2 | Data    |      8 |
| event_mysidia_tower_elder_3_data                                      | $12:B4E3 - $12:B4EA | $0934E3 - $0934EA | Data    |      8 |
| event_first_trip_underground_data                                     | $12:B4EB - $12:B5BF | $0934EB - $0935BF | Data    |    213 |
| event_calbrena_golbez_data                                            | $12:B5C0 - $12:B89E | $0935C0 - $09389E | Data    |    735 |
| event_reentering_tower_of_zot_data                                    | $12:B89F - $12:B8AB | $09389F - $0938AB | Data    |     13 |
| event_leaving_tower_of_zot_data                                       | $12:B8AC - $12:B8BC | $0938AC - $0938BC | Data    |     17 |
| event_baron_castle_black_mage_size_data                               | $12:B8BD - $12:B8D1 | $0938BD - $0938D1 | Data    |     21 |
| event_inn_dwarf_castle_data                                           | $12:B8D2 - $12:B904 | $0938D2 - $093904 | Data    |     51 |
| event_dwarf_open_basement_door_data                                   | $12:B905 - $12:B918 | $093905 - $093918 | Data    |     20 |
| event_authorized_dwarves_only_data                                    | $12:B919 - $12:B91B | $093919 - $09391B | Data    |      3 |
| event_load_map_baron_castle_b1f_data                                  | $12:B91C - $12:B925 | $09391C - $093925 | Data    |     10 |
| event_babil_lugae_encounter_data                                      | $12:B926 - $12:BA1A | $093926 - $093A1A | Data    |    245 |
| event_super_cannon_destruction_data                                   | $12:BA1B - $12:BAE3 | $093A1B - $093AE3 | Data    |    201 |
| event_babil_escape_and_cid_bombing_data                               | $12:BAE4 - $12:BD62 | $093AE4 - $093D62 | Data    |    639 |
| event_inn_eblan_data                                                  | $12:BD63 - $12:BD95 | $093D63 - $093D95 | Data    |     51 |
| event_shop_eblan_weapon_data                                          | $12:BD96 - $12:BD98 | $093D96 - $093D98 | Data    |      3 |
| event_shop_eblan_armor_data                                           | $12:BD99 - $12:BD9B | $093D99 - $093D9B | Data    |      3 |
| event_meeting_edge_data                                               | $12:BD9C - $12:BE76 | $093D9C - $093E76 | Data    |    219 |
| event_entering_babil_through_wall_data                                | $12:BE77 - $12:BE9C | $093E77 - $093E9C | Data    |     38 |
| event_chocobo_black_baron_data                                        | $12:BE9D - $12:BEA5 | $093E9D - $093EA5 | Data    |      9 |
| event_giant_of_babil_battle_data                                      | $12:BEA6 - $12:C117 | $093EA6 - $094117 | Data    |    626 |
| event_big_whale_raising_data                                          | $12:C118 - $12:C1D4 | $094118 - $0941D4 | Data    |    189 |
| event_toroia_treasury_pre_dark_elf_data                               | $12:C1D5 - $12:C1DE | $0941D5 - $0941DE | Data    |     10 |
| event_exiting_babil_through_wall_data                                 | $12:C1DF - $12:C1FF | $0941DF - $0941FF | Data    |     33 |
| event_k_q_eblan_encounter_data                                        | $12:C200 - $12:C290 | $094200 - $094290 | Data    |    145 |
| event_babil_pitfall_data                                              | $12:C291 - $12:C343 | $094291 - $094343 | Data    |    179 |
| event_pale_dim_battle_data                                            | $12:C344 - $12:C358 | $094344 - $094358 | Data    |     21 |
| event_plague_battle_data                                              | $12:C359 - $12:C36E | $094359 - $09436E | Data    |     22 |
| event_falcon_activation_data                                          | $12:C36F - $12:C43A | $09436F - $09443A | Data    |    204 |
| event_receiving_luca_key_data                                         | $12:C43B - $12:C462 | $09443B - $094462 | Data    |     40 |
| event_falcon_magma_remodel_data                                       | $12:C463 - $12:C6BA | $094463 - $0946BA | Data    |    600 |
| event_sealed_cave_opening_data                                        | $12:C6BB - $12:C6E2 | $0946BB - $0946E2 | Data    |     40 |
| event_land_of_monsters_intro_message_data                             | $12:C6E3 - $12:C6E7 | $0946E3 - $0946E7 | Data    |      5 |
| event_sealed_cave_evilwall_data                                       | $12:C6E8 - $12:C707 | $0946E8 - $094707 | Data    |     32 |
| event_inn_tomra_data                                                  | $12:C708 - $12:C73A | $094708 - $09473A | Data    |     51 |
| event_shop_tomra_weapon_data                                          | $12:C73B - $12:C73D | $09473B - $09473D | Data    |      3 |
| event_shop_tomra_armor_data                                           | $12:C73E - $12:C740 | $09473E - $094740 | Data    |      3 |
| event_shop_kaipo_weapon_duplicate_data                                | $12:C741 - $12:C743 | $094741 - $094743 | Data    |      3 |
| event_darkness_crystal_data                                           | $12:C744 - $12:C753 | $094744 - $094753 | Data    |     16 |
| event_short_rope_downward_data                                        | $12:C754 - $12:C764 | $094754 - $094764 | Data    |     17 |
| event_short_rope_upward_data                                          | $12:C765 - $12:C771 | $094765 - $094771 | Data    |     13 |
| event_shop_hummingway_item_data                                       | $12:C772 - $12:C774 | $094772 - $094774 | Data    |      3 |
| event_long_rope_downward_data                                         | $12:C775 - $12:C78B | $094775 - $09478B | Data    |     23 |
| event_long_rope_upward_data                                           | $12:C78C - $12:C79F | $09478C - $09479F | Data    |     20 |
| event_short_rope_downward_and_upward_data                             | $12:C7A0 - $12:C7B7 | $0947A0 - $0947B7 | Data    |     24 |
| event_sealed_cave_losing_darkness_crystal_data                        | $12:C7B8 - $12:C856 | $0947B8 - $094856 | Data    |    159 |
| event_sealed_cave_b1f_nw_trap_door_data                               | $12:C857 - $12:C860 | $094857 - $094860 | Data    |     10 |
| event_sealed_cave_b1f_se_trap_door_data                               | $12:C861 - $12:C86A | $094861 - $09486A | Data    |     10 |
| event_sealed_cave_b1f_passage_w_trap_door_data                        | $12:C86B - $12:C874 | $09486B - $094874 | Data    |     10 |
| event_sealed_cave_b1f_passage_e_trap_door_data                        | $12:C875 - $12:C87E | $094875 - $09487E | Data    |     10 |
| event_sealed_cave_b2f_trapped_door_6_data                             | $12:C87F - $12:C888 | $09487F - $094888 | Data    |     10 |
| event_sealed_cave_b2f_trapped_door_5_data                             | $12:C889 - $12:C892 | $094889 - $094892 | Data    |     10 |
| event_sealed_cave_b2f_trapped_door_4_data                             | $12:C893 - $12:C89C | $094893 - $09489C | Data    |     10 |
| event_sealed_cave_b2f_trapped_door_3_data                             | $12:C89D - $12:C8A6 | $09489D - $0948A6 | Data    |     10 |
| event_sealed_cave_b2f_trapped_door_2_data                             | $12:C8A7 - $12:C8B0 | $0948A7 - $0948B0 | Data    |     10 |
| event_sealed_cave_b2f_trapped_door_1_data                             | $12:C8B1 - $12:C8BA | $0948B1 - $0948BA | Data    |     10 |
| event_sealed_cave_b2f_sw_trapped_door_data                            | $12:C8BB - $12:C8C4 | $0948BB - $0948C4 | Data    |     10 |
| event_sealed_cave_b3f_n_trapped_door_data                             | $12:C8C5 - $12:C8CE | $0948C5 - $0948CE | Data    |     10 |
| event_sealed_cave_b3f_s_trapped_door_data                             | $12:C8CF - $12:C8D8 | $0948CF - $0948D8 | Data    |     10 |
| event_sealed_cave_b2f_passage_trapped_door_data                       | $12:C8D9 - $12:C8E2 | $0948D9 - $0948E2 | Data    |     10 |
| event_falcon_drill_installation_data                                  | $12:C8E3 - $12:CB92 | $0948E3 - $094B92 | Data    |    688 |
| event_agart_explosion_opening_airship_data                            | $12:CB93 - $12:CBA0 | $094B93 - $094BA0 | Data    |     14 |
| event_shop_dwarf_weapon_data                                          | $12:CBA1 - $12:CBA3 | $094BA1 - $094BA3 | Data    |      3 |
| event_shop_dwarf_armor_data                                           | $12:CBA4 - $12:CBA6 | $094BA4 - $094BA6 | Data    |      3 |
| event_asura_encounter_data                                            | $12:CBA7 - $12:CBC2 | $094BA7 - $094BC2 | Data    |     28 |
| event_leviatan_encounter_data                                         | $12:CBC3 - $12:CBE0 | $094BC3 - $094BE0 | Data    |     30 |
| event_shop_land_of_monsters_weapon_data                               | $12:CBE1 - $12:CBE3 | $094BE1 - $094BE3 | Data    |      3 |
| event_shop_land_of_monsters_armor_data                                | $12:CBE4 - $12:CBE6 | $094BE4 - $094BE6 | Data    |      3 |
| event_inn_land_of_monsters_data                                       | $12:CBE7 - $12:CC1A | $094BE7 - $094C1A | Data    |     52 |
| event_shop_dwarf_item_data                                            | $12:CC1B - $12:CC1D | $094C1B - $094C1D | Data    |      3 |
| event_bahamut_encounter_data                                          | $12:CC1E - $12:CC34 | $094C1E - $094C34 | Data    |     23 |
| event_recruiting_fusoya_data                                          | $12:CC35 - $12:CCC8 | $094C35 - $094CC8 | Data    |    148 |
| event_baron_dancer_data                                               | $12:CCC9 - $12:CD0D | $094CC9 - $094D0D | Data    |     69 |
| event_kaipo_dancer_data                                               | $12:CD0E - $12:CD81 | $094D0E - $094D81 | Data    |    116 |
| event_fabul_dancer_data                                               | $12:CD82 - $12:CDCD | $094D82 - $094DCD | Data    |     76 |
| event_agart_dancer_data                                               | $12:CDCE - $12:CE0A | $094DCE - $094E0A | Data    |     61 |
| event_mysidia_dancer_data                                             | $12:CE0B - $12:CE5F | $094E0B - $094E5F | Data    |     85 |
| event_baron_dancer_post_kainazzo_data                                 | $12:CE60 - $12:CEB8 | $094E60 - $094EB8 | Data    |     89 |
| event_silvera_dancer_data                                             | $12:CEB9 - $12:D03D | $094EB9 - $09503D | Data    |    389 |
| event_toroia_saloon_king_data                                         | $12:D03E - $12:D338 | $09503E - $095338 | Data    |    763 |
| event_dwarf_dancer_data                                               | $12:D339 - $12:D39D | $095339 - $09539D | Data    |    101 |
| event_mysidia_tower_elder_4_data                                      | $12:D39E - $12:D3A5 | $09539E - $0953A5 | Data    |      8 |
| event_magazine_data                                                   | $12:D3A6 - $12:D3C1 | $0953A6 - $0953C1 | Data    |     28 |
| event_lunar_subterrane_sealed_data                                    | $12:D3C2 - $12:D3D0 | $0953C2 - $0953D0 | Data    |     15 |
| event_teleport_to_lunar_subterrane_data                               | $12:D3D1 - $12:D539 | $0953D1 - $095539 | Data    |    361 |
| event_getting_magazine_data                                           | $12:D53A - $12:D547 | $09553A - $095547 | Data    |     14 |
| event_receiving_grimoire_1_data                                       | $12:D548 - $12:D551 | $095548 - $095551 | Data    |     10 |
| event_receiving_grimoire_2_data                                       | $12:D552 - $12:D55B | $095552 - $09555B | Data    |     10 |
| event_receive_excalbur_data                                           | $12:D55C - $12:D564 | $09555C - $095564 | Data    |      9 |
| event_exchange_rat_tail_data                                          | $12:D565 - $12:D576 | $095565 - $095576 | Data    |     18 |
| event_exchange_pink_tail_data                                         | $12:D577 - $12:D589 | $095577 - $095589 | Data    |     19 |
| event_big_whale_console_data                                          | $12:D58A - $12:D592 | $09558A - $095592 | Data    |      9 |
| event_hitting_yang_with_pan_data                                      | $12:D593 - $12:D5DE | $095593 - $0955DE | Data    |     76 |
| event_giant_destruction_data                                          | $12:D5DF - $12:D9DD | $0955DF - $0959DD | Data    |   1023 |
| event_ending_data                                                     | $12:D9DE - $12:E4E0 | $0959DE - $0964E0 | Data    |   2819 |
| event_board_big_whale_data                                            | $12:E4E1 - $12:E4E8 | $0964E1 - $0964E8 | Data    |      8 |
| event_fly_big_whale_data                                              | $12:E4E9 - $12:E4EB | $0964E9 - $0964EB | Data    |      3 |
| event_big_whale_earth_moon_travel_data                                | $12:E4EC - $12:E4F8 | $0964EC - $0964F8 | Data    |     13 |
| event_inn_big_whale_data                                              | $12:E4F9 - $12:E517 | $0964F9 - $096517 | Data    |     31 |
| event_sealed_cave_b5f_trapped_door_data                               | $12:E518 - $12:E521 | $096518 - $096521 | Data    |     10 |
| event_giant_elements_battle_data                                      | $12:E522 - $12:E5B0 | $096522 - $0965B0 | Data    |    143 |
| event_give_adamant_to_kokkol_data                                     | $12:E5B1 - $12:E5E7 | $0965B1 - $0965E7 | Data    |     55 |
| event_shop_toroia_pass_data                                           | $12:E5E8 - $12:E5EA | $0965E8 - $0965EA | Data    |      3 |
| event_toroia_pass_door_data                                           | $12:E5EB - $12:E5F6 | $0965EB - $0965F6 | Data    |     12 |
| event_shop_kokkol_data                                                | $12:E5F7 - $12:E5FB | $0965F7 - $0965FB | Data    |      5 |
| event_exiting_watery_pass_data                                        | $12:E5FC - $12:E600 | $0965FC - $096600 | Data    |      5 |
| event_bahamut_behemoth_battle_2_data                                  | $12:E601 - $12:E607 | $096601 - $096607 | Data    |      7 |
| event_load_map_mysidia_tower_of_wishes_data                           | $12:E608 - $12:E610 | $096608 - $096610 | Data    |      9 |
| event_load_map_mysidia_tower_of_wishes_post_giant_data                | $12:E611 - $12:E619 | $096611 - $096619 | Data    |      9 |
| event_load_map_mysidia_crystal_room_data                              | $12:E61A - $12:E622 | $09661A - $096622 | Data    |      9 |
| event_sylph_find_yang_data                                            | $12:E623 - $12:E627 | $096623 - $096627 | Data    |      5 |
| event_receiving_grimoire_3_data                                       | $12:E628 - $12:E632 | $096628 - $096632 | Data    |     11 |
| event_returning_pan_data                                              | $12:E633 - $12:E643 | $096633 - $096643 | Data    |     17 |
| event_babil_opening_super_cannon_data                                 | $12:E644 - $12:E651 | $096644 - $096651 | Data    |     14 |
| event_sight_data                                                      | $12:E652 - $12:E654 | $096652 - $096654 | Data    |      3 |
| event_d_lunar_battle_data                                             | $12:E655 - $12:E665 | $096655 - $096665 | Data    |     17 |
| event_agart_telescope_data                                            | $12:E666 - $12:E67F | $096666 - $09667F | Data    |     26 |
